entity_id,entity_kind,support_id,from_support_id,to_support_id,global_support_identity,x_global_m,y_global_m,z_numeric_m,z_symbol,topology_authority,topology_regression_state,property_binding_class,source_group,section_family,historical_concrete_reference,current_concrete_strength,historical_steel_grade,solver_material_ready,numeric_load_ready,current_geotechnics_ready,validation_state,note
FND-P07-M026,FOUNDATION_MEMBER,,29,30,29|30,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G06,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M027,FOUNDATION_MEMBER,,32,33,32|33,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G06,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M028,FOUNDATION_MEMBER,,1,9,1|9,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M029,FOUNDATION_MEMBER,,9,17,9|17,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M030,FOUNDATION_MEMBER,,17,a,17|a,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-B,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M031,FOUNDATION_MEMBER,,a,c,a|c,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-B,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M032,FOUNDATION_MEMBER,,2,10,2|10,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M033,FOUNDATION_MEMBER,,10,18,10|18,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M034,FOUNDATION_MEMBER,,18,b,18|b,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-B,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M035,FOUNDATION_MEMBER,,b,d,b|d,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G05,FND-SEC-B,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M036,FOUNDATION_MEMBER,,3,11,3|11,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,ND_DOCUMENTARY_COVERAGE,,ND_DOCUMENTARY_COVERAGE,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence; no direct autonomous TAV-01A section/longitudinal-reinforcement binding.
FND-P07-M037,FOUNDATION_MEMBER,,4,5,4|5,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G07,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M038,FOUNDATION_MEMBER,,5,12,5|12,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G07,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M039,FOUNDATION_MEMBER,,6,14,6|14,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M040,FOUNDATION_MEMBER,,14,22,14|22,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M041,FOUNDATION_MEMBER,,7,15,7|15,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M042,FOUNDATION_MEMBER,,15,23,15|23,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M043,FOUNDATION_MEMBER,,8,16,8|16,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M044,FOUNDATION_MEMBER,,16,24,16|24,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G04,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M045,FOUNDATION_MEMBER,,13,21,13|21,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M046,FOUNDATION_MEMBER,,21,26,21|26,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M047,FOUNDATION_MEMBER,,26,29,26|29,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M048,FOUNDATION_MEMBER,,29,32,29|32,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M049,FOUNDATION_MEMBER,,22bis,27,22bis|27,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,SUPPORTED_PRIMARY_TRANSFORMATION,F1A-G03,FND-SEC-A_SUPPORTED,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 physical incidence; TAV-01A schematic 22-27 retained only as supported property binding through distinct 22bis.
FND-P07-M050,FOUNDATION_MEMBER,,27,30,27|30,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M051,FOUNDATION_MEMBER,,30,33,30|33,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,DIRECT_TAV01A_PRIMARY_MATCH,F1A-G03,FND-SEC-A,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence with direct TAV-01A property binding.
FND-P07-M052,FOUNDATION_MEMBER,,19,25,19|25,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,ND_DOCUMENTARY_COVERAGE,,ND_DOCUMENTARY_COVERAGE,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence; no direct autonomous TAV-01A section/longitudinal-reinforcement binding.
FND-P07-M053,FOUNDATION_MEMBER,,25,28,25|28,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,ND_DOCUMENTARY_COVERAGE,,ND_DOCUMENTARY_COVERAGE,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence; no direct autonomous TAV-01A section/longitudinal-reinforcement binding.
FND-P07-M054,FOUNDATION_MEMBER,,28,31,28|31,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,REVALIDATED_MATCH,ND_DOCUMENTARY_COVERAGE,,ND_DOCUMENTARY_COVERAGE,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence; no direct autonomous TAV-01A section/longitudinal-reinforcement binding.
FND-P07-M055,FOUNDATION_MEMBER,,11,19,11|19,ND,ND,ND,ZF_COMMON,P07_PRIMARY_CROSS_VALIDATED,PRIMARY_ONLY,ND_DOCUMENTARY_COVERAGE,,ND_DOCUMENTARY_COVERAGE,R_PRIME_300_kg_cm2_DOC_HISTORICAL_ONLY,ND,FeB38k_DOC_HISTORICAL,NO,NO,NO,CURRENT_WITH_WATCH,P07 primary incidence; no direct autonomous TAV-01A section/longitudinal-reinforcement binding.
