ledger_id,claim_id,claim_class,source_id,evidence_anchor,upstream_evidence,asserted_value,unit,evidence_state,validation_state,promotion_status,geometry_use,adjudication_state,residual_id,blocking,note
P07-L-076,P05-CAND-003,CONTINUITY_PAIR,TAV-01S,P001-TILE-R04-C02,A-CONT-003|P06-ADJ-003,Source-local reread and incidence sweep confirm 7-8,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direct contour evidence only.
P07-L-077,P05-CAND-004,CONTINUITY_CHAIN,TAV-01S,P001-TILE-R02-C02,A-CONT-004|P06-ADJ-004,Pairwise transitions 9-10 and 10-11 are directly witnessed,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,No numbering-based split used.
P07-L-078,P05-CAND-005,LOCAL_DIRECTION_CHANGE,TAV-01S,P001-TILE-R03-C02,A-CONT-005|P06-ADJ-005,The angled contour directly joins 12-13,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direction change is preserved as source geometry.
P07-L-079,P05-CAND-006,CONTINUITY_CHAIN,TAV-01S,P001-TILE-R03-C02,A-CONT-006|P06-ADJ-006,Pairwise transitions 13-14 and 14-15 are directly witnessed,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,No arithmetic or numbering-based split used.
P07-L-080,P05-CAND-007,CONTINUITY_PAIR,TAV-01S,P001-TILE-R04-C02,A-CONT-007|P06-ADJ-007,Source-local trace confirms 15-16,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direct contour evidence only.
P07-L-081,P05-CAND-008,CONTINUITY_CHAIN,TAV-01S,P001-TILE-R02-C02,A-CONT-008|P06-ADJ-008,Pairwise transitions 17-18 18-19 and 19-20 are directly witnessed,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Support 18 form remains a separate symbol observation.
P07-L-082,P05-CAND-009,CONTINUITY_CHAIN_WITH_OFFSET,TAV-01S,P001-TILE-R03-C02,A-CONT-009|P06-ADJ-009,Pairwise transitions 21-22 and 22-22bis are directly witnessed,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,22 and 22bis remain distinct identifiers.
P07-L-083,P05-CAND-010,CONTINUITY_CHAIN_WITH_JOG,TAV-01S,P001-REGION-R02-C01,A-CONT-010|P06-ADJ-010,Pairwise transitions 22bis-23 and 23-24 are directly traceable through local offsets and jogs,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,No member generated from proximity.
P07-L-084,P05-CAND-011,CONTINUITY_PAIR,TAV-01S,P001-TILE-R02-C02,A-CONT-011|P06-ADJ-011,Source-local trace confirms a-b,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,No historical-calculation context used.
P07-L-085,P05-CAND-012,CONTINUITY_CHAIN,TAV-01S,P001-TILE-R02-C01,A-CONT-012|P06-ADJ-012,Pairwise transitions c-d and d-28 are directly witnessed,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Alphabetical or numeric order is not used as authority.
P07-L-086,P05-CAND-013,CONTINUITY_PAIR,TAV-01S,P001-TILE-R03-C02,A-CONT-013|P06-ADJ-013,Source-local trace confirms 26-27,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direct source contour confirmation.
P07-L-087,P05-CAND-014,CONTINUITY_PAIR,TAV-01S,P001-TILE-R03-C01,A-CONT-014|P06-ADJ-014,Source-local trace confirms 29-30,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direct source contour confirmation.
P07-L-088,P05-CAND-015,CONTINUITY_PAIR,TAV-01S,P001-TILE-R03-C01,A-CONT-015|P06-ADJ-015,Source-local trace confirms 32-33,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_CONTINUITY_CLAIM,PAIRWISE_INCIDENCE_AUTHORIZED_NO_CARTESIAN_COORDINATES,RESOLVED_BY_INCIDENCE_SWEEP,,false,Direct source contour confirmation.
P07-L-089,P05-GLOBAL-COVERAGE,TOPOLOGY_COVERAGE,TAV-01S,P001-OVERVIEW|FPEP_INCIDENCE_SWEEP_v1|FPEP_INCIDENCE_SWEEP_CLOSURE_v1,P06-ADJ-021,Initial sweep recorded 51 confirmed incidences and five open bridge hypotheses; focused page reconstruction confirms four bridges and rejects 20-24 as not connected,,DOC,CROSS_VALIDATED,CURRENT_PRIMARY_COVERAGE_GATE,SOURCE_INCIDENCE_COVERAGE_COMPLETE_ANALYTICAL_BINDING_DEFERRED,EXHAUSTIVE_INCIDENCE_SWEEP_COMPLETE,,false,Coverage closure uses only P02 source-local evidence and no legacy support/member target count.
P07-L-090,P04-CL-002,METRIC_WITNESS_MEMBERSHIP,TAV-01S,P001-REGION-R02-C02,P06-ADJ-018,Focused HiRes reread corrects the second segment transcription from 4.25 to 4.15 but the overall witness membership still does not close unambiguously,,DOC,RESIDUAL,NOT_PROMOTED,EXCLUDED_FROM_COORDINATE_DERIVATION,PRESERVED_NONPROMOTABLE_METRIC_RESIDUAL,P07-W01,false,Exclude this chain from coordinate derivation unless later source-local evidence resolves its witness endpoints. The conflict is preserved rather than force-fit arithmetically.
P07-L-091,P04-CL-006,METRIC_CLOSURE,TAV-01S,P001-TILE-R04-C02,P06-ADJ-019,Written values remain legible and the 0.50 discrepancy persists if treated as one chain,,DOC,RESIDUAL,NOT_PROMOTED,EXCLUDED_FROM_COORDINATE_DERIVATION,PRESERVED_NONPROMOTABLE_METRIC_RESIDUAL,P07-W02,false,Exclude this chain from coordinate derivation unless later evidence resolves endpoint membership. No written value is corrected to force closure.
P07-L-092,P03B-UNPAIRED-TEXT,OCR_UNPAIRED,TAV-01S,P001-TILE-R02-C01|P001-TILE-R03-C03,P06-ADJ-020,,,INC,RESIDUAL,NOT_PROMOTED,EXCLUDED_FROM_COORDINATE_DERIVATION,UNPAIRED_NOT_PROMOTED,P07-W03,false,Keep B-only tokens unpaired unless a source-local witness demonstrates identity. No semantic use of isolated OCR tokens.
