storey_id,order_id,support_id,carpentry_section_cm,carpentry_orientation_cm,carpentry_evidence_status,section_authority_mode,section_source,candidate_family_ids,selected_family_id,orientation_relation,longitudinal_long,monconi,stirrup_diameter_mm,stirrup_spacing_cm,binding_status,binding_basis,numeric_callout_state,conflicting_callout_family_ids,note
G3,III,3,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,4,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,5,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,6,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,7,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,8,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,9,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,,NA,,,,,UNBOUND_SECTION_AMBIGUOUS,CARPENTERIA_SECTION_MATCHES_MULTIPLE_ORDER_FAMILIES_WITHOUT_COMPATIBLE_ID_DISCRIMINATOR,NONE,,40x40 section is documentary; two III-order 40x40 reinforcement variants exist and neither explicitly names this support.
G3,III,10,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,11,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-05,ROTATED_ORIENTATION_EQUIVALENT,4x16,8x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,12,30x50,30x50,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,13,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,14,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-05,ROTATED_ORIENTATION_EQUIVALENT,4x16,8x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,15,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,16,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,,NA,,,,,UNBOUND_SECTION_AMBIGUOUS,CARPENTERIA_SECTION_MATCHES_MULTIPLE_ORDER_FAMILIES_WITHOUT_COMPATIBLE_ID_DISCRIMINATOR,NONE,,40x40 section is documentary; two III-order 40x40 reinforcement variants exist and neither explicitly names this support.
G3,III,17,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,18,30x110,30x110,MIS,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-03,T7-III-03,DIRECT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G3,III,19,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,20,50x30,50x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,21,30x50,30x50,MIS,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,22,30x50,30x50,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,22',40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,23,30x110,30x110,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-03,T7-III-03,DIRECT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G3,III,24,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-01,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,25,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,26,30x50,30x50,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,27,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,28,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,29,30x50,30x50,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-04;T7-III-05,T7-III-04,DIRECT,4x16,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,30,110x30,110x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-03,T7-III-03,ROTATED_ORIENTATION_EQUIVALENT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G3,III,31,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,32,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G3,III,33,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G3_v1.csv,T7-III-01;T7-III-02,T7-III-02,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,1,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,2,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,3,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,4,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,5,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,6,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,7,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,8,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,9,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-02,DIRECT,4x16,4x18,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH_PLUS_CONFLICTING_ADDITIONAL_CALLOUT,T7-TR-01,Carpenteria gives 40x40 and main IV-order T7-IV-02 explicitly names support; additional 30x45 9-16 callout is retained as conflicting/refuso-watch only.
G4,IV,10,45x30,45x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,11,45x30,45x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x14,6,15,BOUND_SECTION_UNIQUE,CARPENTERIA_SECTION_FIRST+UNIQUE_ORDER_FAMILY,NONE,,
G4,IV,12,30x45,30x45,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,13,45x30,45x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,14,45x30,45x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x14,6,15,BOUND_SECTION_UNIQUE,CARPENTERIA_SECTION_FIRST+UNIQUE_ORDER_FAMILY,NONE,,
G4,IV,15,45x30,45x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,ROTATED_ORIENTATION_EQUIVALENT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,16,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-02,DIRECT,4x16,4x18,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH_PLUS_CONFLICTING_ADDITIONAL_CALLOUT,T7-TR-01,Carpenteria gives 40x40 and main IV-order T7-IV-02 explicitly names support; additional 30x45 9-16 callout is retained as conflicting/refuso-watch only.
G4,IV,17,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,18,30x110,30x110,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-03,T7-IV-03,DIRECT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,19,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,20,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,21,30x45,30x45,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,22,30x45,30x45,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,DIRECT,4x16,4x14,6,15,BOUND_SECTION_UNIQUE,CARPENTERIA_SECTION_FIRST+UNIQUE_ORDER_FAMILY,CONFLICTING_NUMERIC_CALLOUT_IGNORED_BY_SECTION_FIRST_RULE,T7-IV-01,Carpenteria gives 30x45; T7-IV-01 numeric list also names 22 beside 40x40. Binding follows unique 30x45 family T7-IV-04.
G4,IV,22',40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,23,30x110,30x110,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-03,T7-IV-03,DIRECT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,24,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,25,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,26,30x45,30x45,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,27,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,28,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,29,30x45,30x45,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-04,T7-IV-04,DIRECT,4x16,4x14,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,30,110x30,110x30,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-03,T7-IV-03,ROTATED_ORIENTATION_EQUIVALENT,8x12,,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G4,IV,31,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,32,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G4,IV,33,40x40,40x40,DOC,CARPENTRY_DIRECT_OR_CROSS_VALIDATED,data/canonical/STOREY_SUPPORT_SECTIONS_G4_v1.csv,T7-IV-01;T7-IV-02,T7-IV-01,DIRECT,4x14,4x16,8,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+EXPLICIT_ID_DISAMBIGUATES_SAME_SECTION_VARIANTS,MATCH,,
G5,V,2,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
