segment_id,support_id,from_level,to_level,x_global_m,y_global_m,z_from_m,z_to_m,height_m,from_section_cm,to_section_cm,from_section_evidence,to_section_evidence,section_transition_class,xy_provenance,z_provenance,continuity_evidence,from_section_source,to_section_source,validation_state,note
COL-076,8,G3,G4,16.1000,28.1000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-077,9,G3,G4,12.4000,0.0000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-078,10,G3,G4,12.4000,4.7000,6.40,9.60,3.20,50x30,45x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-079,11,G3,G4,12.4000,9.8000,6.40,9.60,3.20,50x30,45x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-080,12,G3,G4,12.4000,13.0725,6.40,9.60,3.20,30x50,30x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-081,13,G3,G4,11.4500,15.2000,6.40,9.60,3.20,50x30,45x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-082,14,G3,G4,11.4500,18.1000,6.40,9.60,3.20,50x30,45x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-083,15,G3,G4,11.4500,23.4000,6.40,9.60,3.20,50x30,45x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-084,16,G3,G4,11.4500,28.1000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-085,17,G3,G4,6.9000,0.0000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-086,18,G3,G4,7.2240,4.7000,6.40,9.60,3.20,30x110,30x110,MIS,DOC,UNCHANGED,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT_WITH_SECTION_WATCH,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-087,19,G3,G4,7.6318,8.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-088,20,G3,G4,7.6318,9.8000,6.40,9.60,3.20,50x30,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-089,21,G3,G4,5.5500,15.2000,6.40,9.60,3.20,30x50,30x45,MIS,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT_WITH_SECTION_WATCH,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-090,22,G3,G4,5.5500,18.1000,6.40,9.60,3.20,30x50,30x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-091,22',G3,G4,5.5500,19.2800,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,SUPPORTED_REFERENCE_PLUS_MIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-092,23,G3,G4,5.2289,23.4000,6.40,9.60,3.20,30x110,30x110,DOC,DOC,UNCHANGED,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-093,24,G3,G4,5.0000,28.1000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-094,25,G3,G4,3.4500,8.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-095,26,G3,G4,3.4500,15.2000,6.40,9.60,3.20,30x50,30x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-096,27,G3,G4,3.4500,19.2800,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,SUPPORTED_MIS_SHARED_ROW,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-097,28,G3,G4,0.0000,8.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-098,29,G3,G4,0.0000,15.2000,6.40,9.60,3.20,30x50,30x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-099,30,G3,G4,0.0000,19.7334,6.40,9.60,3.20,110x30,110x30,DOC,DOC,UNCHANGED,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-100,31,G3,G4,-4.7000,8.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-101,32,G3,G4,-4.7000,15.2000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-102,33,G3,G4,-4.7000,20.1500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-103,2,G4,G5,18.0000,4.7000,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-104,3,G4,G5,18.0000,9.8000,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-105,4,G4,G5,18.0000,13.9500,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-106,5,G4,G5,16.1000,13.9500,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-107,6,G4,G5,16.1000,18.1000,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-108,7,G4,G5,16.1000,23.4000,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-109,10,G4,G5,12.4000,4.7000,9.60,11.80,2.20,45x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-110,11,G4,G5,12.4000,9.8000,9.60,11.80,2.20,45x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-111,12,G4,G5,12.4000,13.0725,9.60,11.80,2.20,30x45,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-112,13,G4,G5,11.4500,15.2000,9.60,11.80,2.20,45x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-113,14,G4,G5,11.4500,18.1000,9.60,11.80,2.20,45x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-114,15,G4,G5,11.4500,23.4000,9.60,11.80,2.20,45x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-115,18,G4,G5,7.2240,4.7000,9.60,11.80,2.20,30x110,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-116,19,G4,G5,7.6318,8.9500,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-117,20,G4,G5,7.6318,9.8000,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-118,21,G4,G5,5.5500,15.2000,9.60,11.80,2.20,30x45,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-119,22,G4,G5,5.5500,18.1000,9.60,11.80,2.20,30x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-120,22',G4,G5,5.5500,19.2800,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,SUPPORTED_REFERENCE_PLUS_MIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-121,23,G4,G5,5.2289,23.4000,9.60,11.80,2.20,30x110,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-122,25,G4,G5,3.4500,8.9500,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-123,26,G4,G5,3.4500,15.2000,9.60,11.80,2.20,30x45,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-124,27,G4,G5,3.4500,19.2800,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,SUPPORTED_MIS_SHARED_ROW,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-125,28,G4,G5,0.0000,8.9500,9.60,11.80,2.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-126,29,G4,G5,0.0000,15.2000,9.60,11.80,2.20,30x45,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
COL-127,30,G4,G5,0.0000,19.7334,9.60,11.80,2.20,110x30,30x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_TAV06S_ROOF_PRESENCE,TAV-05S,TAV-07A+TAV-06S_PRESENCE,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy. Roof-absent supports have no G4-G5 segment.
