member_id,member_class,source_member_id,storey_id,from_level,to_level,support_i,support_j,node_i,node_j,geometric_length_m,section_i_cm,section_j_cm,section_cm,section_evidence_i,section_evidence_j,section_evidence,topology_evidence,source_ledger,source_record_class,connectivity_evidence,validation_state,usage_rule,note
M0G-M-G2-B003,ORDINARY_BEAM,G2-B003,G2,G2,G2,3,4,M0G-F-G2-B003-FROM,M0G-F-G2-B003-TO,3.7250,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B004,ORDINARY_BEAM,G2-B004,G2,G2,G2,4,5,M0G-F-G2-B004-FROM,M0G-F-G2-B004-TO,1.5000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B005,ORDINARY_BEAM,G2-B005,G2,G2,G2,5,6,M0G-F-G2-B005-FROM,M0G-F-G2-B005-TO,3.7250,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B006,ORDINARY_BEAM,G2-B006,G2,G2,G2,6,7,M0G-F-G2-B006-FROM,M0G-F-G2-B006-TO,4.9000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B007,ORDINARY_BEAM,G2-B007,G2,G2,G2,7,8,M0G-F-G2-B007-FROM,M0G-F-G2-B007-TO,4.2750,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B008,ORDINARY_BEAM,G2-B008,G2,G2,G2,1,9,M0G-F-G2-B008-FROM,M0G-F-G2-B008-TO,5.2000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B009,ORDINARY_BEAM,G2-B009,G2,G2,G2,2,10,M0G-F-G2-B009-FROM,M0G-F-G2-B009-TO,5.1250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B010,ORDINARY_BEAM,G2-B010,G2,G2,G2,3,11,M0G-F-G2-B010-FROM,M0G-F-G2-B010-TO,5.1250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B011,ORDINARY_BEAM,G2-B011,G2,G2,G2,6,14,M0G-F-G2-B011-FROM,M0G-F-G2-B011-TO,4.1750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B012,ORDINARY_BEAM,G2-B012,G2,G2,G2,7,15,M0G-F-G2-B012-FROM,M0G-F-G2-B012-TO,4.1750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B013,ORDINARY_BEAM,G2-B013,G2,G2,G2,8,16,M0G-F-G2-B013-FROM,M0G-F-G2-B013-TO,4.2500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B014,ORDINARY_BEAM,G2-B014,G2,G2,G2,9,10,M0G-F-G2-B014-FROM,M0G-F-G2-B014-TO,4.3000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B015,ORDINARY_BEAM,G2-B015,G2,G2,G2,10,11,M0G-F-G2-B015-FROM,M0G-F-G2-B015-TO,4.7500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B016,ORDINARY_BEAM,G2-B016,G2,G2,G2,11,12,M0G-F-G2-B016-FROM,M0G-F-G2-B016-TO,2.8475,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B017,ORDINARY_BEAM,G2-B017,G2,G2,G2,13,14,M0G-F-G2-B017-FROM,M0G-F-G2-B017-TO,2.5500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B018,ORDINARY_BEAM,G2-B018,G2,G2,G2,14,15,M0G-F-G2-B018-FROM,M0G-F-G2-B018-TO,4.9500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B019,ORDINARY_BEAM,G2-B019,G2,G2,G2,15,16,M0G-F-G2-B019-FROM,M0G-F-G2-B019-TO,4.3000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B020,ORDINARY_BEAM,G2-B020,G2,G2,G2,11,20,M0G-F-G2-B020-FROM,M0G-F-G2-B020-TO,4.2932,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B021,ORDINARY_BEAM,G2-B021,G2,G2,G2,10,18,M0G-F-G2-B021-FROM,M0G-F-G2-B021-TO,4.7760,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B022,ORDINARY_BEAM,G2-B022,G2,G2,G2,9,17,M0G-F-G2-B022-FROM,M0G-F-G2-B022-TO,5.1000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B023,ORDINARY_BEAM,G2-B023,G2,G2,G2,13,21,M0G-F-G2-B023-FROM,M0G-F-G2-B023-TO,5.4750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B024,ORDINARY_BEAM,G2-B024,G2,G2,G2,14,22,M0G-F-G2-B024-FROM,M0G-F-G2-B024-TO,5.4750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B025,ORDINARY_BEAM,G2-B025,G2,G2,G2,15,23,M0G-F-G2-B025-FROM,M0G-F-G2-B025-TO,5.8211,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B026,ORDINARY_BEAM,G2-B026,G2,G2,G2,16,24,M0G-F-G2-B026-FROM,M0G-F-G2-B026-TO,6.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B027,ORDINARY_BEAM,G2-B027,G2,G2,G2,19,20,M0G-F-G2-B027-FROM,M0G-F-G2-B027-TO,0.4250,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short support-to-support span on a continuous TAV-03S beam run; section carried only along the same directly traced member with no change symbol.
M0G-M-G2-B028,ORDINARY_BEAM,G2-B028,G2,G2,G2,18,19,M0G-F-G2-B028-FROM,M0G-F-G2-B028-TO,3.4910,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B029,ORDINARY_BEAM,G2-B029,G2,G2,G2,17,18,M0G-F-G2-B029-FROM,M0G-F-G2-B029-TO,3.9343,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B030,ORDINARY_BEAM,G2-B030,G2,G2,G2,19,25,M0G-F-G2-B030-FROM,M0G-F-G2-B030-TO,3.7818,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B031,ORDINARY_BEAM,G2-B031,G2,G2,G2,21,22,M0G-F-G2-B031-FROM,M0G-F-G2-B031-TO,2.4000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B032,ORDINARY_BEAM,G2-B032,G2,G2,G2,22,22',M0G-F-G2-B032-FROM,M0G-F-G2-B032-TO,0.7300,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short support-to-support span on a continuous TAV-03S beam run; section carried only along the same directly traced member with no change symbol.
M0G-M-G2-B033,ORDINARY_BEAM,G2-B033,G2,G2,G2,22',23,M0G-F-G2-B033-FROM,M0G-F-G2-B033-TO,3.3802,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B034,ORDINARY_BEAM,G2-B034,G2,G2,G2,23,24,M0G-F-G2-B034-FROM,M0G-F-G2-B034-TO,3.9296,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B035,ORDINARY_BEAM,G2-B035,G2,G2,G2,21,26,M0G-F-G2-B035-FROM,M0G-F-G2-B035-TO,1.7500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B036,ORDINARY_BEAM,G2-B036,G2,G2,G2,22',27,M0G-F-G2-B036-FROM,M0G-F-G2-B036-TO,1.6750,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B037,ORDINARY_BEAM,G2-B037,G2,G2,G2,25,26,M0G-F-G2-B037-FROM,M0G-F-G2-B037-TO,5.7750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B038,ORDINARY_BEAM,G2-B038,G2,G2,G2,26,27,M0G-F-G2-B038-FROM,M0G-F-G2-B038-TO,3.6050,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B039,ORDINARY_BEAM,G2-B039,G2,G2,G2,25,28,M0G-F-G2-B039-FROM,M0G-F-G2-B039-TO,3.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B040,ORDINARY_BEAM,G2-B040,G2,G2,G2,26,29,M0G-F-G2-B040-FROM,M0G-F-G2-B040-TO,3.1000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B041,ORDINARY_BEAM,G2-B041,G2,G2,G2,27,30,M0G-F-G2-B041-FROM,M0G-F-G2-B041-TO,2.7232,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B042,ORDINARY_BEAM,G2-B042,G2,G2,G2,28,29,M0G-F-G2-B042-FROM,M0G-F-G2-B042-TO,5.7750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B043,ORDINARY_BEAM,G2-B043,G2,G2,G2,29,30,M0G-F-G2-B043-FROM,M0G-F-G2-B043-TO,4.1334,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B044,ORDINARY_BEAM,G2-B044,G2,G2,G2,28,31,M0G-F-G2-B044-FROM,M0G-F-G2-B044-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B045,ORDINARY_BEAM,G2-B045,G2,G2,G2,29,32,M0G-F-G2-B045-FROM,M0G-F-G2-B045-TO,4.3000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B046,ORDINARY_BEAM,G2-B046,G2,G2,G2,30,33,M0G-F-G2-B046-FROM,M0G-F-G2-B046-TO,3.9655,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct source beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G2-B047,ORDINARY_BEAM,G2-B047,G2,G2,G2,31,32,M0G-F-G2-B047-FROM,M0G-F-G2-B047-TO,5.8250,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G2-B048,ORDINARY_BEAM,G2-B048,G2,G2,G2,32,33,M0G-F-G2-B048-FROM,M0G-F-G2-B048-TO,4.5250,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G2_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B001,ORDINARY_BEAM,G3-B001,G3,G3,G3,1,2,M0G-F-G3-B001-FROM,M0G-F-G3-B001-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B002,ORDINARY_BEAM,G3-B002,G3,G3,G3,2,3,M0G-F-G3-B002-FROM,M0G-F-G3-B002-TO,4.7000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B003,ORDINARY_BEAM,G3-B003,G3,G3,G3,3,4,M0G-F-G3-B003-FROM,M0G-F-G3-B003-TO,3.7500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B004,ORDINARY_BEAM,G3-B004,G3,G3,G3,4,5,M0G-F-G3-B004-FROM,M0G-F-G3-B004-TO,1.5000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B005,ORDINARY_BEAM,G3-B005,G3,G3,G3,5,6,M0G-F-G3-B005-FROM,M0G-F-G3-B005-TO,3.7500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B006,ORDINARY_BEAM,G3-B006,G3,G3,G3,6,7,M0G-F-G3-B006-FROM,M0G-F-G3-B006-TO,4.9000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B007,ORDINARY_BEAM,G3-B007,G3,G3,G3,7,8,M0G-F-G3-B007-FROM,M0G-F-G3-B007-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B008,ORDINARY_BEAM,G3-B008,G3,G3,G3,1,9,M0G-F-G3-B008-FROM,M0G-F-G3-B008-TO,5.2000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B009,ORDINARY_BEAM,G3-B009,G3,G3,G3,2,10,M0G-F-G3-B009-FROM,M0G-F-G3-B009-TO,5.1500,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B010,ORDINARY_BEAM,G3-B010,G3,G3,G3,3,11,M0G-F-G3-B010-FROM,M0G-F-G3-B010-TO,5.1500,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B011,ORDINARY_BEAM,G3-B011,G3,G3,G3,6,14,M0G-F-G3-B011-FROM,M0G-F-G3-B011-TO,4.2000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B012,ORDINARY_BEAM,G3-B012,G3,G3,G3,7,15,M0G-F-G3-B012-FROM,M0G-F-G3-B012-TO,4.2000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B013,ORDINARY_BEAM,G3-B013,G3,G3,G3,8,16,M0G-F-G3-B013-FROM,M0G-F-G3-B013-TO,4.2500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B014,ORDINARY_BEAM,G3-B014,G3,G3,G3,9,10,M0G-F-G3-B014-FROM,M0G-F-G3-B014-TO,4.3500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B015,ORDINARY_BEAM,G3-B015,G3,G3,G3,10,11,M0G-F-G3-B015-FROM,M0G-F-G3-B015-TO,4.8000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B016,ORDINARY_BEAM,G3-B016,G3,G3,G3,11,12,M0G-F-G3-B016-FROM,M0G-F-G3-B016-TO,2.8725,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B017,ORDINARY_BEAM,G3-B017,G3,G3,G3,13,14,M0G-F-G3-B017-FROM,M0G-F-G3-B017-TO,2.6000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B018,ORDINARY_BEAM,G3-B018,G3,G3,G3,14,15,M0G-F-G3-B018-FROM,M0G-F-G3-B018-TO,5.0000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B019,ORDINARY_BEAM,G3-B019,G3,G3,G3,15,16,M0G-F-G3-B019-FROM,M0G-F-G3-B019-TO,4.3500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B020,ORDINARY_BEAM,G3-B020,G3,G3,G3,11,20,M0G-F-G3-B020-FROM,M0G-F-G3-B020-TO,4.2682,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B021,ORDINARY_BEAM,G3-B021,G3,G3,G3,10,18,M0G-F-G3-B021-FROM,M0G-F-G3-B021-TO,4.7760,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B022,ORDINARY_BEAM,G3-B022,G3,G3,G3,9,17,M0G-F-G3-B022-FROM,M0G-F-G3-B022-TO,5.1000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
