entity,property,value,sources,evStatus,resolution,conflict,decisionNeeded,rule,group
N037,classe_topologica,"CROSS","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N037,grado_topologico,"0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N038,x_mm,"21803.9","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N038,y_mm,"14484.3","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N038,classe_topologica,"CROSS","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N038,grado_topologico,"0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N039,x_mm,"42882.7","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N039,y_mm,"19643.3","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N039,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N039,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N040,x_mm,"33999.2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N040,y_mm,"19604.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N040,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N040,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N041,x_mm,"33999.2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N041,y_mm,"18402.5","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N041,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N041,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N042,x_mm,"36500.9","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N042,y_mm,"9625.7","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N042,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N042,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N043,x_mm,"36772.0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N043,y_mm,"9707.4","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N043,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N043,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N044,x_mm,"37363.2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N044,y_mm,"5554.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N044,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N044,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N045,x_mm,"36772.0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N045,y_mm,"7790.7","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N045,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N045,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N046,x_mm,"22067.3","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N046,y_mm,"14223.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N046,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N046,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N047,x_mm,"37837.8","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N047,y_mm,"18428.6","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N047,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N047,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N048,x_mm,"8485.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N048,y_mm,"9656.2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N048,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N048,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N049,x_mm,"31732.6","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N049,y_mm,"9638.8","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N049,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N049,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N050,x_mm,"35756.3","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N050,y_mm,"13422.0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N050,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N050,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N051,x_mm,"35272.9","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N051,y_mm,"13422.0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N051,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N051,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N052,x_mm,"21978.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N052,y_mm,"15307.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N052,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N052,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N053,x_mm,"22067.3","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N053,y_mm,"15045.9","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N053,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N053,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N054,x_mm,"8485.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N054,y_mm,"8585.2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N054,classe_topologica,"TERM","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N054,grado_topologico,"1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N055,x_mm,"8485.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N055,y_mm,"10849.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N055,classe_topologica,"CROSS","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N055,grado_topologico,"0","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N056,x_mm,"37350.1","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N056,y_mm,"7740.6","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N056,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N056,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N057,x_mm,"25962.6","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N057,y_mm,"5570.4","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,SINGLE_SOURCE,"","","",57_nodi_XY
N057,classe_topologica,"LINE","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N057,grado_topologico,"2","tav5_topology_nodes_57.csv",PREDOC_TOPOLOGICO,RESOLVED_BY_RULE,"","","Direct from topology file",57_nodi_topologia
N001,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N002,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N003,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N004,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N005,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N006,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N007,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N008,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N009,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N010,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N011,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N012,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N013,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N014,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N015,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N016,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N017,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N018,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N019,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N020,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N021,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N022,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N023,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N024,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N025,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N026,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N027,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N028,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N029,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N030,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N031,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N032,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N033,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N034,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N035,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N036,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N037,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N038,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N039,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N040,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N041,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N042,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N043,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N044,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N045,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N046,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N047,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N048,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N049,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N050,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N051,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N052,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N053,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N054,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N055,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N056,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N057,z_G1,"0.00m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N001,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N002,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N003,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N004,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N005,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N006,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N007,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N008,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N009,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N010,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
